LOAD_ZONE,TIMEPOINT,ev_bau_mw
Oahu,250700,3.07781570148818
Oahu,250704,2.24010846230729
Oahu,250708,4.13957920370986
Oahu,250712,8.15453002243727
Oahu,250716,10.7078863755727
Oahu,250720,16.0076787513456
Oahu,450700,44.1423567713436
Oahu,450704,32.1278713673019
Oahu,450708,59.3702806847862
Oahu,450712,116.953127953377
Oahu,450716,153.573633544399
Oahu,450720,229.583813670615
