generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Oahu_AES,Oahu_AES,AES,Oahu,multiple,2020,1576.7999999999997,6031959.419571858,2605551.312582,180.0,31331181.826544113,14677622.956780866,33.00403615100003,0.9999999999999999,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2020,0.8916643741403024,15804.54935867147,513.7190541953232,8.0,283791.85665925033,67349.46997205736,411.52914328753997,0.012723521320495184,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2022,7.422503438789542,131562.19466137327,6263.608273518567,8.0,283791.85665925033,67349.46997205736,65.03244158434507,0.10591471801925711,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2025,6.450508940852812,114333.81202714574,5144.530854822553,8.0,283791.85665925033,67349.46997205736,72.16099426054183,0.09204493351673533,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2030,1.6387345254470445,29046.1988213422,1390.0871766272369,8.0,283791.85665925033,67349.46997205736,232.00068073804408,0.02338376891334253,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2035,0.39361760660247674,6976.783050224359,520.6509189105925,8.0,283791.85665925033,67349.46997205736,909.8122230167503,0.005616689591930319,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2040,0.5542778541953215,9824.449601336291,733.1614980577693,8.0,283791.85665925033,67349.46997205736,651.2361507870086,0.00790921595598347,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2045,1.3495460797799195,23920.399029340642,0.0,8.0,283791.85665925033,67349.46997205736,277.9169465053113,0.019257221458046796,0.0,0.0
Oahu_Battery_Bulk,Oahu_Battery_Bulk,Battery_Bulk,Oahu,Battery,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oahu_Battery_Bulk,Oahu_Battery_Bulk,Battery_Bulk,Oahu,Battery,2022,-23.979328085667404,0.0,0.0,139.5,10162119.46337367,4283725.454490182,66.93656611346107,0.1766042722467772,239.7932808566742,215.81395277100677
