HawaiiStorageSpinningReserveUp_index_1,HawaiiStorageSpinningReserveUp_index_2,HawaiiStorageSpinningReserveUp_index_3,HawaiiStorageSpinningReserveUp
contingency,system_wide_balancing_area,2007121506,0.0
contingency,system_wide_balancing_area,2007121508,0.0
contingency,system_wide_balancing_area,2007121510,0.0
contingency,system_wide_balancing_area,2007121512,0.0
contingency,system_wide_balancing_area,2007121514,0.0
contingency,system_wide_balancing_area,2007121516,0.0
contingency,system_wide_balancing_area,2007121518,0.0
contingency,system_wide_balancing_area,2007121520,0.0
contingency,system_wide_balancing_area,2007121522,0.0
contingency,system_wide_balancing_area,2008022000,0.0
contingency,system_wide_balancing_area,2008022002,0.0
contingency,system_wide_balancing_area,2008022004,0.0
contingency,system_wide_balancing_area,2008022006,0.0
contingency,system_wide_balancing_area,2008022008,0.0
contingency,system_wide_balancing_area,2008022010,0.0
contingency,system_wide_balancing_area,2008022012,0.0
contingency,system_wide_balancing_area,2008022014,0.0
contingency,system_wide_balancing_area,2008022016,0.0
contingency,system_wide_balancing_area,2008022018,0.0
contingency,system_wide_balancing_area,2008022020,0.0
contingency,system_wide_balancing_area,2008022022,0.0
contingency,system_wide_balancing_area,2008041000,0.0
contingency,system_wide_balancing_area,2008041002,0.0
contingency,system_wide_balancing_area,2008041004,0.0
contingency,system_wide_balancing_area,2008041006,0.0
contingency,system_wide_balancing_area,2008041008,0.0
contingency,system_wide_balancing_area,2008041010,0.0
contingency,system_wide_balancing_area,2008041012,0.0
contingency,system_wide_balancing_area,2008041014,0.0
contingency,system_wide_balancing_area,2008041016,0.0
contingency,system_wide_balancing_area,2008041018,0.0
contingency,system_wide_balancing_area,2008041020,0.0
contingency,system_wide_balancing_area,2008041022,0.0
contingency,system_wide_balancing_area,2008061700,0.0
contingency,system_wide_balancing_area,2008061702,0.0
contingency,system_wide_balancing_area,2008061704,0.0
contingency,system_wide_balancing_area,2008061706,0.0
contingency,system_wide_balancing_area,2008061708,0.0
contingency,system_wide_balancing_area,2008061710,0.0
contingency,system_wide_balancing_area,2008061712,0.0
contingency,system_wide_balancing_area,2008061714,0.0
contingency,system_wide_balancing_area,2008061716,0.0
contingency,system_wide_balancing_area,2008061718,0.0
contingency,system_wide_balancing_area,2008061720,0.0
contingency,system_wide_balancing_area,2008061722,0.0
contingency,system_wide_balancing_area,2008081800,0.0
contingency,system_wide_balancing_area,2008081802,0.0
contingency,system_wide_balancing_area,2008081804,0.0
contingency,system_wide_balancing_area,2008081806,0.0
contingency,system_wide_balancing_area,2008081808,0.0
contingency,system_wide_balancing_area,2008081810,0.0
contingency,system_wide_balancing_area,2008081812,0.0
contingency,system_wide_balancing_area,2008081814,0.0
contingency,system_wide_balancing_area,2008081816,0.0
contingency,system_wide_balancing_area,2008081818,0.0
contingency,system_wide_balancing_area,2008081820,0.0
contingency,system_wide_balancing_area,2008081822,0.0
contingency,system_wide_balancing_area,2008091000,0.0
contingency,system_wide_balancing_area,2008091002,0.0
contingency,system_wide_balancing_area,2008091004,0.0
contingency,system_wide_balancing_area,2008091006,0.0
contingency,system_wide_balancing_area,2008091008,0.0
contingency,system_wide_balancing_area,2008091010,0.0
contingency,system_wide_balancing_area,2008091012,0.0
contingency,system_wide_balancing_area,2008091014,0.0
contingency,system_wide_balancing_area,2008091016,0.0
contingency,system_wide_balancing_area,2008091018,0.0
contingency,system_wide_balancing_area,2008091020,0.0
contingency,system_wide_balancing_area,2008091022,0.0
contingency,system_wide_balancing_area,2008112200,0.0
contingency,system_wide_balancing_area,2008112202,0.0
contingency,system_wide_balancing_area,2008112204,0.0
contingency,system_wide_balancing_area,2008112206,0.0
contingency,system_wide_balancing_area,2008112208,0.0
contingency,system_wide_balancing_area,2008112210,0.0
contingency,system_wide_balancing_area,2008112212,0.0
contingency,system_wide_balancing_area,2008112214,0.0
contingency,system_wide_balancing_area,2008112216,0.0
contingency,system_wide_balancing_area,2008112218,0.0
contingency,system_wide_balancing_area,2008112220,0.0
contingency,system_wide_balancing_area,2008112222,0.0
contingency,system_wide_balancing_area,2207011200,34.0269515353784
contingency,system_wide_balancing_area,2207011202,0.0
contingency,system_wide_balancing_area,2207011204,72.13363230116454
contingency,system_wide_balancing_area,2207011206,29.500741575664534
contingency,system_wide_balancing_area,2207011208,0.0
contingency,system_wide_balancing_area,2207011210,150.0
contingency,system_wide_balancing_area,2207011212,0.0
contingency,system_wide_balancing_area,2207011214,0.0
contingency,system_wide_balancing_area,2207011216,0.0
contingency,system_wide_balancing_area,2207011218,0.0
contingency,system_wide_balancing_area,2207011220,0.0
contingency,system_wide_balancing_area,2207011222,72.13363230116454
contingency,system_wide_balancing_area,2207011900,0.0
contingency,system_wide_balancing_area,2207011902,0.0
contingency,system_wide_balancing_area,2207011904,82.35374476557178
contingency,system_wide_balancing_area,2207011906,66.67343230116452
contingency,system_wide_balancing_area,2207011908,0.0
contingency,system_wide_balancing_area,2207011910,0.0
contingency,system_wide_balancing_area,2207011912,0.0
contingency,system_wide_balancing_area,2207011914,0.0
contingency,system_wide_balancing_area,2207011916,0.0
contingency,system_wide_balancing_area,2207011918,24.617392361517886
contingency,system_wide_balancing_area,2207011920,0.0
contingency,system_wide_balancing_area,2207011922,72.13363230116454
contingency,system_wide_balancing_area,2207021200,52.468816864489824
contingency,system_wide_balancing_area,2207021202,0.0
contingency,system_wide_balancing_area,2207021204,30.962851830188796
contingency,system_wide_balancing_area,2207021206,0.0
contingency,system_wide_balancing_area,2207021208,0.0
contingency,system_wide_balancing_area,2207021210,0.0
contingency,system_wide_balancing_area,2207021212,0.0
contingency,system_wide_balancing_area,2207021214,0.0
contingency,system_wide_balancing_area,2207021216,0.0
contingency,system_wide_balancing_area,2207021218,0.0
contingency,system_wide_balancing_area,2207021220,0.0
contingency,system_wide_balancing_area,2207021222,0.0
contingency,system_wide_balancing_area,2207050200,75.31219978730479
contingency,system_wide_balancing_area,2207050202,0.0
contingency,system_wide_balancing_area,2207050204,0.0
contingency,system_wide_balancing_area,2207050206,0.0
contingency,system_wide_balancing_area,2207050208,0.0
contingency,system_wide_balancing_area,2207050210,0.0
contingency,system_wide_balancing_area,2207050212,72.13363230116454
contingency,system_wide_balancing_area,2207050214,0.0
contingency,system_wide_balancing_area,2207050216,72.13363230116454
contingency,system_wide_balancing_area,2207050218,0.0
contingency,system_wide_balancing_area,2207050220,0.0
contingency,system_wide_balancing_area,2207050222,0.0
contingency,system_wide_balancing_area,2207092200,0.0
contingency,system_wide_balancing_area,2207092202,141.6557578122219
contingency,system_wide_balancing_area,2207092204,31.933632301164494
contingency,system_wide_balancing_area,2207092206,0.0
contingency,system_wide_balancing_area,2207092208,0.0
contingency,system_wide_balancing_area,2207092210,0.0
contingency,system_wide_balancing_area,2207092212,72.13363230116454
contingency,system_wide_balancing_area,2207092214,0.0
contingency,system_wide_balancing_area,2207092216,17.531632301164535
contingency,system_wide_balancing_area,2207092218,0.0
contingency,system_wide_balancing_area,2207092220,0.0
contingency,system_wide_balancing_area,2207092222,0.0
contingency,system_wide_balancing_area,2207102700,132.91191858852716
contingency,system_wide_balancing_area,2207102702,62.34825471732917
contingency,system_wide_balancing_area,2207102704,0.0
contingency,system_wide_balancing_area,2207102706,70.76380891365643
contingency,system_wide_balancing_area,2207102708,0.0
contingency,system_wide_balancing_area,2207102710,0.0
contingency,system_wide_balancing_area,2207102712,0.0
contingency,system_wide_balancing_area,2207102714,0.0
contingency,system_wide_balancing_area,2207102716,0.0
contingency,system_wide_balancing_area,2207102718,0.0
contingency,system_wide_balancing_area,2207102720,0.0
contingency,system_wide_balancing_area,2207102722,41.52708988792634
contingency,system_wide_balancing_area,2207121500,72.13363230116454
contingency,system_wide_balancing_area,2207121502,74.09999999999987
contingency,system_wide_balancing_area,2207121504,134.4
contingency,system_wide_balancing_area,2207121506,72.13363230116454
contingency,system_wide_balancing_area,2207121508,72.13363230116454
contingency,system_wide_balancing_area,2207121510,54.0
contingency,system_wide_balancing_area,2207121512,0.0
contingency,system_wide_balancing_area,2207121514,0.0
contingency,system_wide_balancing_area,2207121516,72.13363230116454
contingency,system_wide_balancing_area,2207121518,0.0
contingency,system_wide_balancing_area,2207121520,31.933632301164494
contingency,system_wide_balancing_area,2207121522,31.933632301164494
contingency,system_wide_balancing_area,2208022000,45.176485490570414
contingency,system_wide_balancing_area,2208022002,23.28392351677872
contingency,system_wide_balancing_area,2208022004,66.391378462056
contingency,system_wide_balancing_area,2208022006,0.0
contingency,system_wide_balancing_area,2208022008,150.0
contingency,system_wide_balancing_area,2208022010,0.0
contingency,system_wide_balancing_area,2208022012,150.0
contingency,system_wide_balancing_area,2208022014,0.0
contingency,system_wide_balancing_area,2208022016,0.0
contingency,system_wide_balancing_area,2208022018,0.0
contingency,system_wide_balancing_area,2208022020,0.0
contingency,system_wide_balancing_area,2208022022,17.531632301164535
contingency,system_wide_balancing_area,2208041000,72.13363230116454
contingency,system_wide_balancing_area,2208041002,0.0
contingency,system_wide_balancing_area,2208041004,0.0
contingency,system_wide_balancing_area,2208041006,72.13363230116454
contingency,system_wide_balancing_area,2208041008,0.0
contingency,system_wide_balancing_area,2208041010,0.0
contingency,system_wide_balancing_area,2208041012,72.13363230116454
contingency,system_wide_balancing_area,2208041014,72.13363230116454
contingency,system_wide_balancing_area,2208041016,0.0
contingency,system_wide_balancing_area,2208041018,0.0
contingency,system_wide_balancing_area,2208041020,72.13363230116454
contingency,system_wide_balancing_area,2208041022,0.0
contingency,system_wide_balancing_area,2208061700,134.4
contingency,system_wide_balancing_area,2208061702,72.13363230116454
contingency,system_wide_balancing_area,2208061704,111.73022082707061
contingency,system_wide_balancing_area,2208061706,0.0
contingency,system_wide_balancing_area,2208061708,0.0
contingency,system_wide_balancing_area,2208061710,0.0
contingency,system_wide_balancing_area,2208061712,0.0
contingency,system_wide_balancing_area,2208061714,72.13363230116454
contingency,system_wide_balancing_area,2208061716,0.0
contingency,system_wide_balancing_area,2208061718,48.633632301164496
contingency,system_wide_balancing_area,2208061720,0.0
contingency,system_wide_balancing_area,2208061722,72.13363230116454
contingency,system_wide_balancing_area,2208081800,110.11689023496137
contingency,system_wide_balancing_area,2208081802,41.664111817071955
contingency,system_wide_balancing_area,2208081804,59.22662131337846
contingency,system_wide_balancing_area,2208081806,0.0
contingency,system_wide_balancing_area,2208081808,5.397854523386755
contingency,system_wide_balancing_area,2208081810,0.0
contingency,system_wide_balancing_area,2208081812,72.13363230116454
contingency,system_wide_balancing_area,2208081814,17.531632301164535
contingency,system_wide_balancing_area,2208081816,17.531632301164535
contingency,system_wide_balancing_area,2208081818,0.0
contingency,system_wide_balancing_area,2208081820,0.0
contingency,system_wide_balancing_area,2208081822,0.0
contingency,system_wide_balancing_area,2208091000,72.13363230116454
contingency,system_wide_balancing_area,2208091002,51.483394289837875
contingency,system_wide_balancing_area,2208091004,72.13363230116454
contingency,system_wide_balancing_area,2208091006,0.0
contingency,system_wide_balancing_area,2208091008,0.0
contingency,system_wide_balancing_area,2208091010,0.0
contingency,system_wide_balancing_area,2208091012,134.4
contingency,system_wide_balancing_area,2208091014,0.0
contingency,system_wide_balancing_area,2208091016,72.13363230116454
contingency,system_wide_balancing_area,2208091018,0.0
contingency,system_wide_balancing_area,2208091020,0.0
contingency,system_wide_balancing_area,2208091022,0.0
contingency,system_wide_balancing_area,2208112200,90.47113765601875
contingency,system_wide_balancing_area,2208112202,134.4
contingency,system_wide_balancing_area,2208112204,134.4
contingency,system_wide_balancing_area,2208112206,72.13363230116454
contingency,system_wide_balancing_area,2208112208,72.13363230116454
contingency,system_wide_balancing_area,2208112210,41.674587798580376
contingency,system_wide_balancing_area,2208112212,72.13363230116454
contingency,system_wide_balancing_area,2208112214,72.13363230116454
contingency,system_wide_balancing_area,2208112216,0.0
contingency,system_wide_balancing_area,2208112218,34.21954201521592
contingency,system_wide_balancing_area,2208112220,72.13363230116454
contingency,system_wide_balancing_area,2208112222,57.21349606937251
contingency,system_wide_balancing_area,2507011200,121.12702801279974
contingency,system_wide_balancing_area,2507011202,72.13363230116454
contingency,system_wide_balancing_area,2507011204,72.13363230116454
contingency,system_wide_balancing_area,2507011206,1.3929748746612916
contingency,system_wide_balancing_area,2507011208,0.0
contingency,system_wide_balancing_area,2507011210,0.0
contingency,system_wide_balancing_area,2507011212,0.0
contingency,system_wide_balancing_area,2507011214,0.0
contingency,system_wide_balancing_area,2507011216,0.0
contingency,system_wide_balancing_area,2507011218,0.0
contingency,system_wide_balancing_area,2507011220,0.0
contingency,system_wide_balancing_area,2507011222,72.13363230116454
contingency,system_wide_balancing_area,2507011900,68.14231799091645
contingency,system_wide_balancing_area,2507011902,0.0
contingency,system_wide_balancing_area,2507011904,49.60553747981632
contingency,system_wide_balancing_area,2507011906,134.4
contingency,system_wide_balancing_area,2507011908,105.43141283689721
contingency,system_wide_balancing_area,2507011910,48.68694367192515
contingency,system_wide_balancing_area,2507011912,0.0
contingency,system_wide_balancing_area,2507011914,0.0
contingency,system_wide_balancing_area,2507011916,0.0
contingency,system_wide_balancing_area,2507011918,72.13363230116454
contingency,system_wide_balancing_area,2507011920,0.0
contingency,system_wide_balancing_area,2507011922,6.122632301164543
contingency,system_wide_balancing_area,2507021200,16.514710745059688
contingency,system_wide_balancing_area,2507021202,108.11355677619558
contingency,system_wide_balancing_area,2507021204,72.13363230116454
contingency,system_wide_balancing_area,2507021206,0.0
contingency,system_wide_balancing_area,2507021208,0.0
contingency,system_wide_balancing_area,2507021210,27.733632301164533
contingency,system_wide_balancing_area,2507021212,0.0
contingency,system_wide_balancing_area,2507021214,27.733632301164533
contingency,system_wide_balancing_area,2507021216,0.0
contingency,system_wide_balancing_area,2507021218,0.0
contingency,system_wide_balancing_area,2507021220,0.0
contingency,system_wide_balancing_area,2507021222,0.0
contingency,system_wide_balancing_area,2507050200,72.13363230116454
contingency,system_wide_balancing_area,2507050202,0.0
contingency,system_wide_balancing_area,2507050204,90.37825187961245
contingency,system_wide_balancing_area,2507050206,0.0
contingency,system_wide_balancing_area,2507050208,0.0
contingency,system_wide_balancing_area,2507050210,134.4
contingency,system_wide_balancing_area,2507050212,0.0
contingency,system_wide_balancing_area,2507050214,134.4
contingency,system_wide_balancing_area,2507050216,0.0
contingency,system_wide_balancing_area,2507050218,32.77922320344753
contingency,system_wide_balancing_area,2507050220,0.0
contingency,system_wide_balancing_area,2507050222,0.0
contingency,system_wide_balancing_area,2507092200,40.48710113035415
contingency,system_wide_balancing_area,2507092202,65.83065824139325
contingency,system_wide_balancing_area,2507092204,21.398020610000017
contingency,system_wide_balancing_area,2507092206,0.0
contingency,system_wide_balancing_area,2507092208,0.0
contingency,system_wide_balancing_area,2507092210,0.0
contingency,system_wide_balancing_area,2507092212,0.0
contingency,system_wide_balancing_area,2507092214,0.0
contingency,system_wide_balancing_area,2507092216,0.0
contingency,system_wide_balancing_area,2507092218,0.0
contingency,system_wide_balancing_area,2507092220,0.0
contingency,system_wide_balancing_area,2507092222,0.0
contingency,system_wide_balancing_area,2507102700,0.0
contingency,system_wide_balancing_area,2507102702,61.27138166124017
contingency,system_wide_balancing_area,2507102704,116.51290818835152
contingency,system_wide_balancing_area,2507102706,0.0
contingency,system_wide_balancing_area,2507102708,72.13363230116454
contingency,system_wide_balancing_area,2507102710,0.0
contingency,system_wide_balancing_area,2507102712,0.0
contingency,system_wide_balancing_area,2507102714,0.0
contingency,system_wide_balancing_area,2507102716,0.0
contingency,system_wide_balancing_area,2507102718,0.0
contingency,system_wide_balancing_area,2507102720,0.0
contingency,system_wide_balancing_area,2507102722,31.933632301164494
contingency,system_wide_balancing_area,2507121500,6.122632301164543
contingency,system_wide_balancing_area,2507121502,11.8336323011644
contingency,system_wide_balancing_area,2507121504,99.60568626484704
contingency,system_wide_balancing_area,2507121506,72.13363230116454
contingency,system_wide_balancing_area,2507121508,0.0
contingency,system_wide_balancing_area,2507121510,72.13363230116454
contingency,system_wide_balancing_area,2507121512,134.4
contingency,system_wide_balancing_area,2507121514,0.0
contingency,system_wide_balancing_area,2507121516,72.13363230116454
contingency,system_wide_balancing_area,2507121518,18.483394289837833
contingency,system_wide_balancing_area,2507121520,54.827214268098146
contingency,system_wide_balancing_area,2507121522,113.74976198867334
contingency,system_wide_balancing_area,2508022000,123.05952323727854
contingency,system_wide_balancing_area,2508022002,94.000795219525
contingency,system_wide_balancing_area,2508022004,134.4
contingency,system_wide_balancing_area,2508022006,0.0
contingency,system_wide_balancing_area,2508022008,72.13363230116454
contingency,system_wide_balancing_area,2508022010,0.0
contingency,system_wide_balancing_area,2508022012,0.0
contingency,system_wide_balancing_area,2508022014,0.0
contingency,system_wide_balancing_area,2508022016,0.0
contingency,system_wide_balancing_area,2508022018,0.0
contingency,system_wide_balancing_area,2508022020,0.0
contingency,system_wide_balancing_area,2508022022,72.13363230116454
contingency,system_wide_balancing_area,2508041000,3.3003024054085444
contingency,system_wide_balancing_area,2508041002,3.505819738565691
contingency,system_wide_balancing_area,2508041004,121.5559868522636
contingency,system_wide_balancing_area,2508041006,72.13363230116454
contingency,system_wide_balancing_area,2508041008,72.13363230116454
contingency,system_wide_balancing_area,2508041010,0.0
contingency,system_wide_balancing_area,2508041012,72.13363230116454
contingency,system_wide_balancing_area,2508041014,72.13363230116454
contingency,system_wide_balancing_area,2508041016,0.0
contingency,system_wide_balancing_area,2508041018,58.095971996168885
contingency,system_wide_balancing_area,2508041020,41.13845674816534
contingency,system_wide_balancing_area,2508041022,72.13363230116454
contingency,system_wide_balancing_area,2508061700,123.78091149
contingency,system_wide_balancing_area,2508061702,28.496043389135934
contingency,system_wide_balancing_area,2508061704,72.13363230116454
contingency,system_wide_balancing_area,2508061706,19.615192008065378
contingency,system_wide_balancing_area,2508061708,0.0
contingency,system_wide_balancing_area,2508061710,87.38228876567959
contingency,system_wide_balancing_area,2508061712,0.0
contingency,system_wide_balancing_area,2508061714,0.0
contingency,system_wide_balancing_area,2508061716,12.433632301164351
contingency,system_wide_balancing_area,2508061718,0.0
contingency,system_wide_balancing_area,2508061720,43.20584769446444
contingency,system_wide_balancing_area,2508061722,72.13363230116454
contingency,system_wide_balancing_area,2508081800,72.13363230116454
contingency,system_wide_balancing_area,2508081802,134.4
contingency,system_wide_balancing_area,2508081804,63.81567975214536
contingency,system_wide_balancing_area,2508081806,0.0
contingency,system_wide_balancing_area,2508081808,0.0
contingency,system_wide_balancing_area,2508081810,0.0
contingency,system_wide_balancing_area,2508081812,0.0
contingency,system_wide_balancing_area,2508081814,0.0
contingency,system_wide_balancing_area,2508081816,72.13363230116454
contingency,system_wide_balancing_area,2508081818,0.0
contingency,system_wide_balancing_area,2508081820,0.0
contingency,system_wide_balancing_area,2508081822,0.0
contingency,system_wide_balancing_area,2508091000,72.13363230116454
contingency,system_wide_balancing_area,2508091002,118.4402845641882
contingency,system_wide_balancing_area,2508091004,72.13363230116454
contingency,system_wide_balancing_area,2508091006,0.0
contingency,system_wide_balancing_area,2508091008,0.0
contingency,system_wide_balancing_area,2508091010,0.0
contingency,system_wide_balancing_area,2508091012,0.0
contingency,system_wide_balancing_area,2508091014,72.13363230116454
contingency,system_wide_balancing_area,2508091016,134.4
contingency,system_wide_balancing_area,2508091018,0.0
contingency,system_wide_balancing_area,2508091020,0.0
contingency,system_wide_balancing_area,2508091022,33.78930868345524
contingency,system_wide_balancing_area,2508112200,134.4
contingency,system_wide_balancing_area,2508112202,134.4
contingency,system_wide_balancing_area,2508112204,72.13363230116454
contingency,system_wide_balancing_area,2508112206,0.0
contingency,system_wide_balancing_area,2508112208,41.61281334431982
contingency,system_wide_balancing_area,2508112210,0.0
contingency,system_wide_balancing_area,2508112212,72.13363230116454
contingency,system_wide_balancing_area,2508112214,0.0
contingency,system_wide_balancing_area,2508112216,6.122632301164543
contingency,system_wide_balancing_area,2508112218,0.0
contingency,system_wide_balancing_area,2508112220,72.13363230116454
contingency,system_wide_balancing_area,2508112222,134.4
contingency,system_wide_balancing_area,3007011200,31.933632301164494
contingency,system_wide_balancing_area,3007011202,29.664903871913154
contingency,system_wide_balancing_area,3007011204,15.469391379018504
contingency,system_wide_balancing_area,3007011206,0.0
contingency,system_wide_balancing_area,3007011208,0.0
contingency,system_wide_balancing_area,3007011210,134.4
contingency,system_wide_balancing_area,3007011212,0.0
contingency,system_wide_balancing_area,3007011214,0.0
contingency,system_wide_balancing_area,3007011216,0.0
contingency,system_wide_balancing_area,3007011218,0.0
contingency,system_wide_balancing_area,3007011220,11.8336323011644
contingency,system_wide_balancing_area,3007011222,0.0
contingency,system_wide_balancing_area,3007011900,46.42987802672572
contingency,system_wide_balancing_area,3007011902,0.0
contingency,system_wide_balancing_area,3007011904,134.4
contingency,system_wide_balancing_area,3007011906,0.0
contingency,system_wide_balancing_area,3007011908,0.0
contingency,system_wide_balancing_area,3007011910,84.9965670240484
contingency,system_wide_balancing_area,3007011912,0.0
contingency,system_wide_balancing_area,3007011914,0.0
contingency,system_wide_balancing_area,3007011916,0.0
contingency,system_wide_balancing_area,3007011918,0.0
contingency,system_wide_balancing_area,3007011920,72.13363230116454
contingency,system_wide_balancing_area,3007011922,72.13363230116454
contingency,system_wide_balancing_area,3007021200,72.03363230116454
contingency,system_wide_balancing_area,3007021202,72.03363230116454
contingency,system_wide_balancing_area,3007021204,34.902000000000015
contingency,system_wide_balancing_area,3007021206,0.0
contingency,system_wide_balancing_area,3007021208,0.0
contingency,system_wide_balancing_area,3007021210,0.0
contingency,system_wide_balancing_area,3007021212,0.0
contingency,system_wide_balancing_area,3007021214,0.0
contingency,system_wide_balancing_area,3007021216,0.0
contingency,system_wide_balancing_area,3007021218,18.80527724008465
contingency,system_wide_balancing_area,3007021220,0.0
contingency,system_wide_balancing_area,3007021222,0.0
contingency,system_wide_balancing_area,3007050200,0.0
contingency,system_wide_balancing_area,3007050202,0.0
contingency,system_wide_balancing_area,3007050204,0.0
contingency,system_wide_balancing_area,3007050206,0.0
contingency,system_wide_balancing_area,3007050208,0.0
contingency,system_wide_balancing_area,3007050210,0.0
contingency,system_wide_balancing_area,3007050212,0.0
contingency,system_wide_balancing_area,3007050214,0.0
contingency,system_wide_balancing_area,3007050216,0.0
contingency,system_wide_balancing_area,3007050218,32.23363230116425
contingency,system_wide_balancing_area,3007050220,0.0
contingency,system_wide_balancing_area,3007050222,0.0
contingency,system_wide_balancing_area,3007092200,0.0
contingency,system_wide_balancing_area,3007092202,0.0
contingency,system_wide_balancing_area,3007092204,0.0
contingency,system_wide_balancing_area,3007092206,0.0
contingency,system_wide_balancing_area,3007092208,0.0
contingency,system_wide_balancing_area,3007092210,0.0
contingency,system_wide_balancing_area,3007092212,46.441476633934556
contingency,system_wide_balancing_area,3007092214,91.2092662834867
contingency,system_wide_balancing_area,3007092216,0.0
contingency,system_wide_balancing_area,3007092218,0.0
contingency,system_wide_balancing_area,3007092220,0.0
contingency,system_wide_balancing_area,3007092222,0.0
contingency,system_wide_balancing_area,3007102700,0.0
contingency,system_wide_balancing_area,3007102702,0.0
contingency,system_wide_balancing_area,3007102704,0.0
contingency,system_wide_balancing_area,3007102706,76.81376447373007
contingency,system_wide_balancing_area,3007102708,0.0
contingency,system_wide_balancing_area,3007102710,0.0
contingency,system_wide_balancing_area,3007102712,0.0
contingency,system_wide_balancing_area,3007102714,0.0
contingency,system_wide_balancing_area,3007102716,0.0
contingency,system_wide_balancing_area,3007102718,0.0
contingency,system_wide_balancing_area,3007102720,0.0
contingency,system_wide_balancing_area,3007102722,0.0
contingency,system_wide_balancing_area,3007121500,0.0
contingency,system_wide_balancing_area,3007121502,51.67743076779476
contingency,system_wide_balancing_area,3007121504,0.0
contingency,system_wide_balancing_area,3007121506,0.0
contingency,system_wide_balancing_area,3007121508,72.13363230116454
contingency,system_wide_balancing_area,3007121510,72.13363230116454
contingency,system_wide_balancing_area,3007121512,0.0
contingency,system_wide_balancing_area,3007121514,0.0
contingency,system_wide_balancing_area,3007121516,0.0
contingency,system_wide_balancing_area,3007121518,0.0
contingency,system_wide_balancing_area,3007121520,0.0
