owner,variable,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
HECO,amortized_cost,53774881.069998555,53774881.069998555,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,33728718.01238126,31225866.45017444,31225866.45017444,31225866.45017444,31225866.45017444,31225866.45017444,31225866.45017444,31225866.45017444,31225866.45017444,31225866.45017444,31225866.45017444,21777557.16807585,21777557.16807585,21777557.16807585,21777557.16807585,21777557.16807585
HECO,capacity_added,62.26636769883547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.83547796162856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECO,capacity_in_place,1161.7063676988355,1161.7063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,603.6063676988355,601.1754779616285,601.1754779616285,601.1754779616285,601.1754779616285,601.1754779616285,601.1754779616285,601.1754779616285,601.1754779616285,601.1754779616285,601.1754779616285,332.47547796162854,332.47547796162854,332.47547796162854,332.47547796162854,332.47547796162854
HECO,capacity_retired,0.0,0.0,558.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.26636769883547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.70000000000005,0.0,0.0,0.0,0.0
HECO,capital_outlay,56338996.77309278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32030679.22158356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HECO,fixed_om,16473617.320970975,16473617.320970975,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,10518146.638865264,9602923.839486148,9602923.839486148,9602923.839486148,9602923.839486148,9602923.839486148,9602923.839486148,9602923.839486148,9602923.839486148,9602923.839486148,9602923.839486148,6735633.081052527,6735633.081052527,6735633.081052527,6735633.081052527,6735633.081052527
HECO,fuel_cost,332824605.61122453,332824605.61122453,281668465.29681754,281668465.29681754,281668465.29681754,290750924.69106317,290750924.69106317,290750924.69106317,290750924.69106317,290750924.69106317,248640866.8073503,248640866.8073503,248640866.8073503,248640866.8073503,248640866.8073503,144967921.86734045,144967921.86734045,144967921.86734045,144967921.86734045,144967921.86734045,123673606.40058926,123673606.40058926,123673606.40058926,123673606.40058926,123673606.40058926,24543474.574954733,24543474.574954733,24543474.574954733,24543474.574954733,24543474.574954733
HECO,non_renewable_output,2545128.0818694867,2545128.0818694867,2033968.537644076,2033968.537644076,2033968.537644076,1830184.619635659,1830184.619635659,1830184.619635659,1830184.619635659,1830184.619635659,1426349.034585713,1426349.034585713,1426349.034585713,1426349.034585713,1426349.034585713,773898.9585324061,773898.9585324061,773898.9585324061,773898.9585324061,773898.9585324061,643372.482734814,643372.482734814,643372.482734814,643372.482734814,643372.482734814,-5.993188522257139e-13,-5.993188522257139e-13,-5.993188522257139e-13,-5.993188522257139e-13,-5.993188522257139e-13
HECO,renewable_output,377.55158184319123,377.55158184319123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70925.57496561216,70925.57496561216,70925.57496561216,70925.57496561216,70925.57496561216
HECO,total_output,2545505.6334513305,2545505.6334513305,2033968.537644076,2033968.537644076,2033968.537644076,1830184.619635659,1830184.619635659,1830184.619635659,1830184.619635659,1830184.619635659,1426349.034585713,1426349.034585713,1426349.034585713,1426349.034585713,1426349.034585713,773898.9585324061,773898.9585324061,773898.9585324061,773898.9585324061,773898.9585324061,643372.482734814,643372.482734814,643372.482734814,643372.482734814,643372.482734814,70925.57496561216,70925.57496561216,70925.57496561216,70925.57496561216,70925.57496561216
