PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,76.01708579511852,2320152182.5621357,1212536675.1133838,15950843.977121359
2022,47.26220602884926,2968896284.586368,1113515316.5765853,23560375.40644814
2025,30.030728730358113,4559429917.295965,1154141232.3233936,38432008.84954451
2030,31.799593182783436,4004758946.127668,1175197654.137109,36956373.856171556
2035,31.46960223573281,3490155093.2608337,1187313444.2716515,37728898.998395726
2040,31.29355403277403,3097442146.966961,1221546450.8338106,39035082.09883971
2045,30.333746509084435,2653143106.6426616,1212979837.7580547,39987801.61872811
