load_zone,timestamp,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,GeneratePumpedHydro,zone_demand_mw,StorageNetCharge,ChargeEVs,ShiftDemand,StorePumpedHydro
Oahu,2020-01-12 00:00,698.51,0,0,651.532,0,0.627712,46.3505,0
Oahu,2020-01-12 02:00,722.451,0,0,596.794,0,0.454739,125.202,0
Oahu,2020-01-12 04:00,707.898,0,0,658.481,0,0.456864,48.9596,0
Oahu,2020-01-12 06:00,829.024,0,0,920.524,0,0.552476,-92.0524,0
Oahu,2020-01-12 08:00,951.659,0,0,1012.98,0,18.7078,-80.0304,0
Oahu,2020-01-12 10:00,1082.89,0,0,1069.9,0,1.45055,11.543,0
Oahu,2020-01-12 12:00,1153.85,0,0,1072.75,0,1.66309,79.4434,0
Oahu,2020-01-12 14:00,1204.43,0,0,1058.84,0,2.02797,143.565,0
Oahu,2020-01-12 16:00,1032.65,0,0,1027.68,0,2.18385,2.78331,0
Oahu,2020-01-12 18:00,975.012,0,0,1079.44,0,3.51914,-107.944,0
Oahu,2020-01-12 20:00,876.192,0,0,969.92,0,3.26472,-96.992,0
Oahu,2020-01-12 22:00,728.274,0,0,808.284,0,0.818167,-80.8284,0
Oahu,2020-01-19 00:00,753.09,0,0,613.468,0,0.627712,138.994,0
Oahu,2020-01-19 02:00,751.001,0,0,559.962,0,0.454739,190.585,0
Oahu,2020-01-19 04:00,711.576,0,0,630.413,0,0.456864,80.7057,0
Oahu,2020-01-19 06:00,803.528,0,0,892.195,0,0.552476,-89.2195,0
Oahu,2020-01-19 08:00,907.901,0,0,971.808,0,0.844256,-64.7518,0
Oahu,2020-01-19 10:00,1064.29,0,0,1018.96,3.82069,1.45055,40.0609,0
Oahu,2020-01-19 12:00,1132.4,0,0,1035.7,3.82069,19.5266,73.3591,0
Oahu,2020-01-19 14:00,1068.01,0,0,1031.83,22.2988,2.02797,11.8577,0
Oahu,2020-01-19 16:00,906.89,0,0,1005.23,0,2.18385,-100.523,0
Oahu,2020-01-19 18:00,957.733,0,0,1060.24,0,3.51914,-106.024,0
Oahu,2020-01-19 20:00,863.825,0,0,956.178,0,3.26472,-95.6178,0
Oahu,2020-01-19 22:00,715.653,0,0,794.261,0,0.818167,-79.4261,0
Oahu,2020-02-12 00:00,624.688,0,0,549.267,13.299,0.627712,61.4941,0
Oahu,2020-02-12 02:00,607.227,0,0,508.469,22.191,0.454739,76.1116,0
Oahu,2020-02-12 04:00,640.692,0,0,588.718,0,0.456864,51.517,0
Oahu,2020-02-12 06:00,765.092,0,0,849.489,0,0.552476,-84.9489,0
Oahu,2020-02-12 08:00,881.409,0,0,925.96,9.66286,0.844256,-55.0583,0
Oahu,2020-02-12 10:00,1089.45,0,0,974.677,0,19.3141,95.4552,0
Oahu,2020-02-12 12:00,1114,0,0,994.44,29.3761,1.66309,88.5178,0
Oahu,2020-02-12 14:00,1095.48,0,0,998.092,31.941,2.02797,63.4229,0
Oahu,2020-02-12 16:00,976.361,0,0,991.456,0,2.18385,-17.2782,0
Oahu,2020-02-12 18:00,974.167,0,0,1078.5,0,3.51914,-107.85,0
Oahu,2020-02-12 20:00,870.68,0,0,963.795,0,3.26472,-96.3795,0
Oahu,2020-02-12 22:00,675.855,0,0,750.041,0,0.818167,-75.0041,0
Oahu,2020-02-20 00:00,684.801,0,0,613.389,0,0.627712,70.7841,0
Oahu,2020-02-20 02:00,705.274,0,0,562.985,0,0.454739,141.835,0
Oahu,2020-02-20 04:00,704.437,0,0,634.009,0,0.456864,69.9707,0
Oahu,2020-02-20 06:00,794.736,0,0,882.426,0,0.552476,-88.2426,0
Oahu,2020-02-20 08:00,922.202,0,0,981.146,0,18.7078,-77.6523,0
Oahu,2020-02-20 10:00,1136.52,0,0,1041.25,0,1.45055,93.8217,0
