BALANCING_AREA_TIMEPOINTS_1,BALANCING_AREA_TIMEPOINTS_2,MaximumContingencyUp
system_wide_balancing_area,2008022010,180.0
system_wide_balancing_area,2008022012,180.0
system_wide_balancing_area,2008022014,180.0
system_wide_balancing_area,2008022016,180.0
system_wide_balancing_area,2008022018,181.36420623239988
system_wide_balancing_area,2008022020,205.42192363409168
system_wide_balancing_area,2008022022,260.74465433123567
system_wide_balancing_area,2008041000,222.15865590923468
system_wide_balancing_area,2008041002,217.35382069947894
system_wide_balancing_area,2008041004,212.1987803312347
system_wide_balancing_area,2008041006,198.4175227289068
system_wide_balancing_area,2008041008,180.0
system_wide_balancing_area,2008041010,180.0
system_wide_balancing_area,2008041012,180.0
system_wide_balancing_area,2008041014,180.0
system_wide_balancing_area,2008041016,180.0
system_wide_balancing_area,2008041018,200.3866676620339
system_wide_balancing_area,2008041020,249.13486983136693
system_wide_balancing_area,2008041022,201.41398382123472
system_wide_balancing_area,2008061700,227.510393821236
system_wide_balancing_area,2008061702,234.894176701236
system_wide_balancing_area,2008061704,230.34198150123598
system_wide_balancing_area,2008061706,184.30588261822624
system_wide_balancing_area,2008061708,180.0
system_wide_balancing_area,2008061710,180.0
system_wide_balancing_area,2008061712,180.0
system_wide_balancing_area,2008061714,180.0
system_wide_balancing_area,2008061716,180.0
system_wide_balancing_area,2008061718,201.8447466999449
system_wide_balancing_area,2008061720,203.7277367500448
system_wide_balancing_area,2008061722,245.237279131236
system_wide_balancing_area,2008081800,236.83146172123577
system_wide_balancing_area,2008081802,216.9314617212347
system_wide_balancing_area,2008081804,232.08493983660932
system_wide_balancing_area,2008081806,201.23722841641236
system_wide_balancing_area,2008081808,180.0
system_wide_balancing_area,2008081810,180.0
system_wide_balancing_area,2008081812,180.0
system_wide_balancing_area,2008081814,180.0
system_wide_balancing_area,2008081816,180.0
system_wide_balancing_area,2008081818,204.5491640183091
system_wide_balancing_area,2008081820,203.01793447654393
system_wide_balancing_area,2008081822,236.83146172123577
system_wide_balancing_area,2008091000,245.40000000000015
system_wide_balancing_area,2008091002,286.59360900000104
system_wide_balancing_area,2008091004,291.70371540000104
system_wide_balancing_area,2008091006,216.8904226285694
system_wide_balancing_area,2008091008,186.3580586324415
system_wide_balancing_area,2008091010,194.73326243004
system_wide_balancing_area,2008091012,187.56570436017657
system_wide_balancing_area,2008091014,186.61769236017656
system_wide_balancing_area,2008091016,180.0
system_wide_balancing_area,2008091018,208.12298516335375
system_wide_balancing_area,2008091020,224.2294823312361
system_wide_balancing_area,2008091022,286.38848233123645
system_wide_balancing_area,2008112200,241.23238850123582
system_wide_balancing_area,2008112202,227.3608871912358
system_wide_balancing_area,2008112204,230.38848233123582
system_wide_balancing_area,2008112206,228.65418972023582
system_wide_balancing_area,2008112208,180.0
system_wide_balancing_area,2008112210,180.0
system_wide_balancing_area,2008112212,180.0
system_wide_balancing_area,2008112214,180.0
system_wide_balancing_area,2008112216,180.0
system_wide_balancing_area,2008112218,190.73838100048818
system_wide_balancing_area,2008112220,194.9649663434194
system_wide_balancing_area,2008112222,225.19872274816328
system_wide_balancing_area,2207011200,134.4
system_wide_balancing_area,2207011202,153.49117221320506
system_wide_balancing_area,2207011204,134.4
system_wide_balancing_area,2207011206,134.4
system_wide_balancing_area,2207011208,134.4
system_wide_balancing_area,2207011210,134.4
system_wide_balancing_area,2207011212,134.4
system_wide_balancing_area,2207011214,134.4
system_wide_balancing_area,2207011216,134.4
system_wide_balancing_area,2207011218,134.4
system_wide_balancing_area,2207011220,134.4
system_wide_balancing_area,2207011222,134.4
system_wide_balancing_area,2207011900,162.58775695296623
system_wide_balancing_area,2207011902,174.264106593819
system_wide_balancing_area,2207011904,134.4
system_wide_balancing_area,2207011906,134.4
system_wide_balancing_area,2207011908,134.4
system_wide_balancing_area,2207011910,134.4
system_wide_balancing_area,2207011912,134.4
system_wide_balancing_area,2207011914,134.4
system_wide_balancing_area,2207011916,134.4
system_wide_balancing_area,2207011918,134.4
system_wide_balancing_area,2207011920,134.4
system_wide_balancing_area,2207011922,134.4
system_wide_balancing_area,2207021200,134.4
system_wide_balancing_area,2207021202,134.4
system_wide_balancing_area,2207021204,134.4
system_wide_balancing_area,2207021206,144.65413205368276
system_wide_balancing_area,2207021208,134.4
system_wide_balancing_area,2207021210,139.3435306613307
system_wide_balancing_area,2207021212,134.4
system_wide_balancing_area,2207021214,134.4
system_wide_balancing_area,2207021216,134.4
system_wide_balancing_area,2207021218,135.51937390512137
system_wide_balancing_area,2207021220,155.21882886792838
system_wide_balancing_area,2207021222,134.4
system_wide_balancing_area,2207050200,134.4
system_wide_balancing_area,2207050202,134.4
system_wide_balancing_area,2207050204,134.4
system_wide_balancing_area,2207050206,146.22075612644576
system_wide_balancing_area,2207050208,134.4
system_wide_balancing_area,2207050210,134.4
system_wide_balancing_area,2207050212,134.4
system_wide_balancing_area,2207050214,134.4
system_wide_balancing_area,2207050216,134.4
system_wide_balancing_area,2207050218,134.4
system_wide_balancing_area,2207050220,134.4
system_wide_balancing_area,2207050222,245.02297566938128
system_wide_balancing_area,2207092200,134.4
system_wide_balancing_area,2207092202,154.67841420313846
system_wide_balancing_area,2207092204,134.4
system_wide_balancing_area,2207092206,212.3154407684975
system_wide_balancing_area,2207092208,134.4
system_wide_balancing_area,2207092210,134.4
system_wide_balancing_area,2207092212,134.4
system_wide_balancing_area,2207092214,134.4
system_wide_balancing_area,2207092216,134.4
system_wide_balancing_area,2207092218,147.86823318939605
system_wide_balancing_area,2207092220,147.69133284709977
system_wide_balancing_area,2207092222,134.4
system_wide_balancing_area,2207102700,134.4
system_wide_balancing_area,2207102702,134.4
system_wide_balancing_area,2207102704,134.4
system_wide_balancing_area,2207102706,134.4
system_wide_balancing_area,2207102708,134.4
system_wide_balancing_area,2207102710,134.4
system_wide_balancing_area,2207102712,134.4
system_wide_balancing_area,2207102714,134.4
system_wide_balancing_area,2207102716,134.4
system_wide_balancing_area,2207102718,134.4
system_wide_balancing_area,2207102720,134.4
system_wide_balancing_area,2207102722,158.56147752969048
system_wide_balancing_area,2207121500,134.4
system_wide_balancing_area,2207121502,134.4
system_wide_balancing_area,2207121504,134.4
system_wide_balancing_area,2207121506,134.4
system_wide_balancing_area,2207121508,134.4
system_wide_balancing_area,2207121510,134.4
system_wide_balancing_area,2207121512,134.4
system_wide_balancing_area,2207121514,134.4
system_wide_balancing_area,2207121516,134.4
system_wide_balancing_area,2207121518,134.4
system_wide_balancing_area,2207121520,134.4
system_wide_balancing_area,2207121522,134.4
system_wide_balancing_area,2208022000,134.4
system_wide_balancing_area,2208022002,134.4
system_wide_balancing_area,2208022004,134.4
system_wide_balancing_area,2208022006,134.4
system_wide_balancing_area,2208022008,134.4
system_wide_balancing_area,2208022010,134.4
system_wide_balancing_area,2208022012,134.4
system_wide_balancing_area,2208022014,134.4
system_wide_balancing_area,2208022016,134.4
system_wide_balancing_area,2208022018,134.4
system_wide_balancing_area,2208022020,134.4
system_wide_balancing_area,2208022022,134.4
system_wide_balancing_area,2208041000,154.57383891142746
system_wide_balancing_area,2208041002,219.20873754491103
system_wide_balancing_area,2208041004,134.4
system_wide_balancing_area,2208041006,134.4
system_wide_balancing_area,2208041008,134.4
system_wide_balancing_area,2208041010,134.4
system_wide_balancing_area,2208041012,134.4
system_wide_balancing_area,2208041014,134.4
system_wide_balancing_area,2208041016,134.4
system_wide_balancing_area,2208041018,134.4
system_wide_balancing_area,2208041020,134.4
system_wide_balancing_area,2208041022,134.4
system_wide_balancing_area,2208061700,134.4
system_wide_balancing_area,2208061702,134.4
system_wide_balancing_area,2208061704,134.4
system_wide_balancing_area,2208061706,145.95822381141122
system_wide_balancing_area,2208061708,134.4
system_wide_balancing_area,2208061710,134.4
system_wide_balancing_area,2208061712,134.4
system_wide_balancing_area,2208061714,134.4
system_wide_balancing_area,2208061716,134.4
system_wide_balancing_area,2208061718,134.4
system_wide_balancing_area,2208061720,134.4
system_wide_balancing_area,2208061722,134.4
system_wide_balancing_area,2208081800,134.4
system_wide_balancing_area,2208081802,134.4
system_wide_balancing_area,2208081804,134.4
system_wide_balancing_area,2208081806,139.32145065344184
system_wide_balancing_area,2208081808,134.4
system_wide_balancing_area,2208081810,134.4
system_wide_balancing_area,2208081812,134.4
system_wide_balancing_area,2208081814,154.8634981396905
system_wide_balancing_area,2208081816,134.4
system_wide_balancing_area,2208081818,163.82378978558808
system_wide_balancing_area,2208081820,178.72478113578174
system_wide_balancing_area,2208081822,134.4
system_wide_balancing_area,2208091000,134.4
system_wide_balancing_area,2208091002,134.4
system_wide_balancing_area,2208091004,134.4
system_wide_balancing_area,2208091006,183.67538819225163
system_wide_balancing_area,2208091008,134.4
system_wide_balancing_area,2208091010,134.4
system_wide_balancing_area,2208091012,150.32705369524606
system_wide_balancing_area,2208091014,134.4
system_wide_balancing_area,2208091016,192.76645852272475
system_wide_balancing_area,2208091018,173.37281083405708
system_wide_balancing_area,2208091020,141.9831296296905
system_wide_balancing_area,2208091022,134.4
system_wide_balancing_area,2208112200,134.4
system_wide_balancing_area,2208112202,134.4
system_wide_balancing_area,2208112204,134.4
system_wide_balancing_area,2208112206,134.4
system_wide_balancing_area,2208112208,134.4
system_wide_balancing_area,2208112210,134.4
system_wide_balancing_area,2208112212,134.4
system_wide_balancing_area,2208112214,134.4
system_wide_balancing_area,2208112216,134.4
system_wide_balancing_area,2208112218,266.7699129407496
system_wide_balancing_area,2208112220,134.4
system_wide_balancing_area,2208112222,134.4
system_wide_balancing_area,2507011200,134.4
system_wide_balancing_area,2507011202,134.4
system_wide_balancing_area,2507011204,134.4
system_wide_balancing_area,2507011206,134.4
system_wide_balancing_area,2507011208,134.4
system_wide_balancing_area,2507011210,134.4
system_wide_balancing_area,2507011212,134.4
system_wide_balancing_area,2507011214,150.27564646058448
system_wide_balancing_area,2507011216,134.4
system_wide_balancing_area,2507011218,134.4
system_wide_balancing_area,2507011220,134.4
system_wide_balancing_area,2507011222,134.4
system_wide_balancing_area,2507011900,134.4
system_wide_balancing_area,2507011902,159.52470516195163
system_wide_balancing_area,2507011904,134.4
system_wide_balancing_area,2507011906,134.4
system_wide_balancing_area,2507011908,170.53882541636858
system_wide_balancing_area,2507011910,134.4
system_wide_balancing_area,2507011912,134.4
system_wide_balancing_area,2507011914,134.4
system_wide_balancing_area,2507011916,134.4
system_wide_balancing_area,2507011918,134.4
system_wide_balancing_area,2507011920,134.4
system_wide_balancing_area,2507011922,134.4
system_wide_balancing_area,2507021200,134.3
system_wide_balancing_area,2507021202,134.3
system_wide_balancing_area,2507021204,134.3
system_wide_balancing_area,2507021206,218.90304543277188
system_wide_balancing_area,2507021208,90.0
system_wide_balancing_area,2507021210,90.0
system_wide_balancing_area,2507021212,90.0
system_wide_balancing_area,2507021214,90.0
system_wide_balancing_area,2507021216,90.0
system_wide_balancing_area,2507021218,136.6594981396905
system_wide_balancing_area,2507021220,185.20308925346583
system_wide_balancing_area,2507021222,134.3
system_wide_balancing_area,2507050200,134.4
system_wide_balancing_area,2507050202,134.4
system_wide_balancing_area,2507050204,134.4
system_wide_balancing_area,2507050206,134.4
system_wide_balancing_area,2507050208,134.4
system_wide_balancing_area,2507050210,134.4
system_wide_balancing_area,2507050212,134.4
system_wide_balancing_area,2507050214,134.4
system_wide_balancing_area,2507050216,134.4
system_wide_balancing_area,2507050218,187.68176116269768
system_wide_balancing_area,2507050220,154.4468068506735
system_wide_balancing_area,2507050222,194.10861075994285
system_wide_balancing_area,2507092200,134.3
system_wide_balancing_area,2507092202,134.3
system_wide_balancing_area,2507092204,134.3
system_wide_balancing_area,2507092206,211.91032312319305
system_wide_balancing_area,2507092208,90.0
system_wide_balancing_area,2507092210,90.0
system_wide_balancing_area,2507092212,90.0
system_wide_balancing_area,2507092214,90.0
system_wide_balancing_area,2507092216,90.0
system_wide_balancing_area,2507092218,170.5360591674496
system_wide_balancing_area,2507092220,178.9767196083075
system_wide_balancing_area,2507092222,136.40356373244205
system_wide_balancing_area,2507102700,134.4
system_wide_balancing_area,2507102702,134.4
system_wide_balancing_area,2507102704,134.4
system_wide_balancing_area,2507102706,219.69999999999933
system_wide_balancing_area,2507102708,134.4
system_wide_balancing_area,2507102710,134.4
system_wide_balancing_area,2507102712,134.4
system_wide_balancing_area,2507102714,134.4
system_wide_balancing_area,2507102716,134.4
system_wide_balancing_area,2507102718,134.4
system_wide_balancing_area,2507102720,177.622083786092
system_wide_balancing_area,2507102722,134.4
system_wide_balancing_area,2507121500,134.4
system_wide_balancing_area,2507121502,134.4
system_wide_balancing_area,2507121504,134.4
system_wide_balancing_area,2507121506,134.4
system_wide_balancing_area,2507121508,90.0
system_wide_balancing_area,2507121510,90.0
system_wide_balancing_area,2507121512,90.0
system_wide_balancing_area,2507121514,90.0
system_wide_balancing_area,2507121516,90.0
system_wide_balancing_area,2507121518,134.4
system_wide_balancing_area,2507121520,134.4
system_wide_balancing_area,2507121522,134.4
system_wide_balancing_area,2508022000,134.4
system_wide_balancing_area,2508022002,134.4
system_wide_balancing_area,2508022004,134.4
system_wide_balancing_area,2508022006,134.4
system_wide_balancing_area,2508022008,134.4
system_wide_balancing_area,2508022010,134.4
system_wide_balancing_area,2508022012,134.4
system_wide_balancing_area,2508022014,134.4
system_wide_balancing_area,2508022016,134.4
system_wide_balancing_area,2508022018,134.4
system_wide_balancing_area,2508022020,137.54936651836178
system_wide_balancing_area,2508022022,134.4
system_wide_balancing_area,2508041000,157.63090474687115
system_wide_balancing_area,2508041002,195.82977413747713
system_wide_balancing_area,2508041004,134.4
system_wide_balancing_area,2508041006,134.4
system_wide_balancing_area,2508041008,134.4
system_wide_balancing_area,2508041010,134.4
system_wide_balancing_area,2508041012,134.4
system_wide_balancing_area,2508041014,134.4
system_wide_balancing_area,2508041016,134.4
system_wide_balancing_area,2508041018,134.4
system_wide_balancing_area,2508041020,134.4
system_wide_balancing_area,2508041022,181.69655262399112
system_wide_balancing_area,2508061700,134.4
system_wide_balancing_area,2508061702,134.4
system_wide_balancing_area,2508061704,134.4
system_wide_balancing_area,2508061706,134.4
system_wide_balancing_area,2508061708,134.4
system_wide_balancing_area,2508061710,134.4
system_wide_balancing_area,2508061712,134.4
system_wide_balancing_area,2508061714,134.4
system_wide_balancing_area,2508061716,134.4
system_wide_balancing_area,2508061718,134.4
system_wide_balancing_area,2508061720,134.4
system_wide_balancing_area,2508061722,134.4
system_wide_balancing_area,2508081800,224.131743909795
system_wide_balancing_area,2508081802,229.54649186142086
system_wide_balancing_area,2508081804,134.4
system_wide_balancing_area,2508081806,134.4
system_wide_balancing_area,2508081808,134.4
system_wide_balancing_area,2508081810,134.4
system_wide_balancing_area,2508081812,134.4
system_wide_balancing_area,2508081814,134.4
system_wide_balancing_area,2508081816,134.4
system_wide_balancing_area,2508081818,170.1688979488547
system_wide_balancing_area,2508081820,167.9520872063825
system_wide_balancing_area,2508081822,171.97049813969062
system_wide_balancing_area,2508091000,134.4
system_wide_balancing_area,2508091002,134.4
system_wide_balancing_area,2508091004,134.4
system_wide_balancing_area,2508091006,160.69736777887124
system_wide_balancing_area,2508091008,134.4
system_wide_balancing_area,2508091010,134.4
system_wide_balancing_area,2508091012,134.4
system_wide_balancing_area,2508091014,134.4
system_wide_balancing_area,2508091016,134.4
system_wide_balancing_area,2508091018,135.81394227368583
system_wide_balancing_area,2508091020,164.17221801160144
system_wide_balancing_area,2508091022,226.6555473835662
system_wide_balancing_area,2508112200,134.4
system_wide_balancing_area,2508112202,134.4
system_wide_balancing_area,2508112204,134.4
system_wide_balancing_area,2508112206,134.4
system_wide_balancing_area,2508112208,134.4
system_wide_balancing_area,2508112210,134.4
system_wide_balancing_area,2508112212,134.4
system_wide_balancing_area,2508112214,134.4
system_wide_balancing_area,2508112216,134.4
system_wide_balancing_area,2508112218,170.5468082475998
system_wide_balancing_area,2508112220,134.4
system_wide_balancing_area,2508112222,134.4
system_wide_balancing_area,3007011200,134.4
system_wide_balancing_area,3007011202,134.4
system_wide_balancing_area,3007011204,134.4
system_wide_balancing_area,3007011206,167.71603760508685
system_wide_balancing_area,3007011208,90.0
system_wide_balancing_area,3007011210,90.0
system_wide_balancing_area,3007011212,90.0
system_wide_balancing_area,3007011214,90.0
system_wide_balancing_area,3007011216,90.0
system_wide_balancing_area,3007011218,188.36627561641382
system_wide_balancing_area,3007011220,154.61293706379809
system_wide_balancing_area,3007011222,134.4
system_wide_balancing_area,3007011900,134.4
system_wide_balancing_area,3007011902,134.4
system_wide_balancing_area,3007011904,134.4
system_wide_balancing_area,3007011906,134.4
system_wide_balancing_area,3007011908,134.4
system_wide_balancing_area,3007011910,148.71803760508686
system_wide_balancing_area,3007011912,134.4
system_wide_balancing_area,3007011914,134.4
system_wide_balancing_area,3007011916,134.4
system_wide_balancing_area,3007011918,134.4
system_wide_balancing_area,3007011920,134.4
system_wide_balancing_area,3007011922,134.4
system_wide_balancing_area,3007021200,134.3
system_wide_balancing_area,3007021202,207.81803760508686
system_wide_balancing_area,3007021204,134.3
system_wide_balancing_area,3007021206,167.71603760508685
system_wide_balancing_area,3007021208,96.62736578065451
system_wide_balancing_area,3007021210,90.0
system_wide_balancing_area,3007021212,90.0
system_wide_balancing_area,3007021214,90.0
system_wide_balancing_area,3007021216,139.3815602004126
system_wide_balancing_area,3007021218,134.3
system_wide_balancing_area,3007021220,170.89573154349415
system_wide_balancing_area,3007021222,134.3
system_wide_balancing_area,3007050200,167.71603760508685
system_wide_balancing_area,3007050202,134.3
system_wide_balancing_area,3007050204,167.56922459880383
system_wide_balancing_area,3007050206,90.0
system_wide_balancing_area,3007050208,90.0
system_wide_balancing_area,3007050210,90.0
system_wide_balancing_area,3007050212,90.0
system_wide_balancing_area,3007050214,364.3747485759129
system_wide_balancing_area,3007050216,95.41039845287433
system_wide_balancing_area,3007050218,158.67648524658745
system_wide_balancing_area,3007050220,162.0435798237045
system_wide_balancing_area,3007050222,167.56922459880386
system_wide_balancing_area,3007092200,167.56922459880386
system_wide_balancing_area,3007092202,134.3
system_wide_balancing_area,3007092204,134.3
system_wide_balancing_area,3007092206,134.3
system_wide_balancing_area,3007092208,90.0
system_wide_balancing_area,3007092210,90.0
system_wide_balancing_area,3007092212,90.0
system_wide_balancing_area,3007092214,90.0
system_wide_balancing_area,3007092216,90.0
system_wide_balancing_area,3007092218,134.3
system_wide_balancing_area,3007092220,211.22865993080907
system_wide_balancing_area,3007092222,185.0483062478364
system_wide_balancing_area,3007102700,134.4
system_wide_balancing_area,3007102702,134.4
system_wide_balancing_area,3007102704,134.4
system_wide_balancing_area,3007102706,134.4
system_wide_balancing_area,3007102708,192.89492649397573
system_wide_balancing_area,3007102710,148.71803760508686
system_wide_balancing_area,3007102712,134.4
system_wide_balancing_area,3007102714,167.71603760508685
system_wide_balancing_area,3007102716,134.4
system_wide_balancing_area,3007102718,193.36189121279898
system_wide_balancing_area,3007102720,207.9160376050869
system_wide_balancing_area,3007102722,134.4
system_wide_balancing_area,3007121500,134.4
system_wide_balancing_area,3007121502,134.4
system_wide_balancing_area,3007121504,134.4
system_wide_balancing_area,3007121506,171.212586803618
system_wide_balancing_area,3007121508,134.4
system_wide_balancing_area,3007121510,148.71803760508686
system_wide_balancing_area,3007121512,134.4
system_wide_balancing_area,3007121514,148.71803760508686
system_wide_balancing_area,3007121516,134.4
system_wide_balancing_area,3007121518,167.6672245988039
system_wide_balancing_area,3007121520,134.4
system_wide_balancing_area,3007121522,228.4682756164135
system_wide_balancing_area,3008022000,184.10700347173022
system_wide_balancing_area,3008022002,134.4
system_wide_balancing_area,3008022004,134.4
system_wide_balancing_area,3008022006,207.9160376050869
system_wide_balancing_area,3008022008,134.4
system_wide_balancing_area,3008022010,134.4
system_wide_balancing_area,3008022012,134.4
system_wide_balancing_area,3008022014,134.4
system_wide_balancing_area,3008022016,134.4
system_wide_balancing_area,3008022018,134.4
system_wide_balancing_area,3008022020,216.98735020020013
system_wide_balancing_area,3008022022,145.69937179501724
system_wide_balancing_area,3008041000,134.4
system_wide_balancing_area,3008041002,134.4
system_wide_balancing_area,3008041004,134.4
system_wide_balancing_area,3008041006,134.4
system_wide_balancing_area,3008041008,134.4
system_wide_balancing_area,3008041010,189.8044820495313
system_wide_balancing_area,3008041012,134.4
system_wide_balancing_area,3008041014,134.4
system_wide_balancing_area,3008041016,134.4
system_wide_balancing_area,3008041018,134.4
system_wide_balancing_area,3008041020,167.6871613555412
system_wide_balancing_area,3008041022,134.4
system_wide_balancing_area,3008061700,134.4
system_wide_balancing_area,3008061702,134.4
system_wide_balancing_area,3008061704,134.4
system_wide_balancing_area,3008061706,134.4
system_wide_balancing_area,3008061708,134.4
system_wide_balancing_area,3008061710,134.4
system_wide_balancing_area,3008061712,134.4
system_wide_balancing_area,3008061714,134.4
system_wide_balancing_area,3008061716,167.71603760508685
system_wide_balancing_area,3008061718,134.4
system_wide_balancing_area,3008061720,134.4
system_wide_balancing_area,3008061722,134.4
system_wide_balancing_area,3008081800,134.4
system_wide_balancing_area,3008081802,134.4
system_wide_balancing_area,3008081804,167.71603760508685
system_wide_balancing_area,3008081806,134.3
system_wide_balancing_area,3008081808,217.28097386243596
system_wide_balancing_area,3008081810,90.0
system_wide_balancing_area,3008081812,90.0
system_wide_balancing_area,3008081814,109.13734260508684
system_wide_balancing_area,3008081816,146.36296769711333
system_wide_balancing_area,3008081818,185.34850374578053
system_wide_balancing_area,3008081820,187.55730076335115
system_wide_balancing_area,3008081822,134.4
system_wide_balancing_area,3008091000,134.4
system_wide_balancing_area,3008091002,134.4
system_wide_balancing_area,3008091004,134.3
system_wide_balancing_area,3008091006,153.56754062600473
system_wide_balancing_area,3008091008,90.0
system_wide_balancing_area,3008091010,90.0
system_wide_balancing_area,3008091012,90.0
system_wide_balancing_area,3008091014,90.0
system_wide_balancing_area,3008091016,134.4
system_wide_balancing_area,3008091018,282.2438309422285
system_wide_balancing_area,3008091020,207.81803760508686
system_wide_balancing_area,3008091022,167.71603760508685
system_wide_balancing_area,3008112200,134.4
system_wide_balancing_area,3008112202,134.4
system_wide_balancing_area,3008112204,134.4
system_wide_balancing_area,3008112206,134.4
system_wide_balancing_area,3008112208,134.4
system_wide_balancing_area,3008112210,134.4
system_wide_balancing_area,3008112212,267.1140376050869
system_wide_balancing_area,3008112214,134.4
system_wide_balancing_area,3008112216,167.71603760508685
system_wide_balancing_area,3008112218,134.4
system_wide_balancing_area,3008112220,134.4
system_wide_balancing_area,3008112222,134.4
system_wide_balancing_area,3507011200,90.0
system_wide_balancing_area,3507011202,90.0
system_wide_balancing_area,3507011204,90.0
system_wide_balancing_area,3507011206,91.93288767765148
system_wide_balancing_area,3507011208,89.99999999999996
system_wide_balancing_area,3507011210,89.99999999999996
system_wide_balancing_area,3507011212,90.0
system_wide_balancing_area,3507011214,89.99999999999996
system_wide_balancing_area,3507011216,89.99999999999996
system_wide_balancing_area,3507011218,136.94610735596382
system_wide_balancing_area,3507011220,134.3
system_wide_balancing_area,3507011222,90.0
system_wide_balancing_area,3507011900,311.45221043504364
system_wide_balancing_area,3507011902,235.50353455571195
system_wide_balancing_area,3507011904,134.3
system_wide_balancing_area,3507011906,134.3
system_wide_balancing_area,3507011908,134.3
system_wide_balancing_area,3507011910,134.3
system_wide_balancing_area,3507011912,134.3
system_wide_balancing_area,3507011914,134.3
system_wide_balancing_area,3507011916,134.3
system_wide_balancing_area,3507011918,134.3
system_wide_balancing_area,3507011920,143.7214138133184
system_wide_balancing_area,3507011922,230.52288734296712
system_wide_balancing_area,3507021200,134.3
system_wide_balancing_area,3507021202,90.0
