generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Oahu_AES,Oahu_AES,AES,Oahu,multiple,2020,1576.8000000000002,6031959.419571862,2605551.312582,180.0,696106.2282373381,14677622.956780866,13.575398658415818,0.9999999999999997,0.0,0.0
Oahu_AES,Oahu_AES,AES,Oahu,multiple,2021,1576.8000000000002,6031959.419571862,2605551.312582,180.0,696106.2282373381,14677622.956780866,13.575398658415818,0.9999999999999997,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2020,3.2774690508940854,58092.39764268433,1888.2646316368637,8.0,283791.85665925033,67349.46997205736,124.86272728108726,0.04676753782668499,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2021,0.4578817056396144,8115.849670669126,605.6551505694629,8.0,283791.85665925033,67349.46997205736,784.6069669897183,0.0065337001375515725,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2022,7.012819807427795,124300.64495603797,5948.483176473185,8.0,283791.85665925033,67349.46997205736,67.79611976964958,0.10006877579092169,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2023,7.695625859697396,136403.2277982639,6268.5125898432,8.0,283791.85665925033,67349.46997205736,63.353463814149436,0.10981201283814772,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2024,2.3777716643741416,42145.46495645728,2071.4374671141695,8.0,283791.85665925033,67349.46997205736,165.40141237290877,0.033929390187987164,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2025,2.948115543328748,52254.681212904776,3122.0483966767533,8.0,283791.85665925033,67349.46997205736,136.83181744930317,0.04206785878037595,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2026,0.5542778541953233,9824.44960133632,733.1614980577716,8.0,283791.85665925033,67349.46997205736,651.2361507870067,0.007909215955983491,0.0,0.0
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2027,0.899697386519945,15946.932686227072,736.5054836643742,8.0,283791.85665925033,67349.46997205736,408.01303284590233,0.01283814763869784,0.0,0.0
