scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2021,cost_per_kwh_2022,cost_per_kwh_2023,cost_per_kwh_2024,cost_per_kwh_2025,cost_per_kwh_2026,cost_per_kwh_2027,cost_per_kwh_2028,cost_per_kwh_2029,cost_per_kwh_2030,cost_per_kwh_2031,cost_per_kwh_2032,cost_per_kwh_2033,cost_per_kwh_2034,cost_per_kwh_2035,cost_per_kwh_2036,cost_per_kwh_2037,cost_per_kwh_2038,cost_per_kwh_2039,cost_per_kwh_2040,cost_per_kwh_2041,cost_per_kwh_2042,cost_per_kwh_2043,cost_per_kwh_2044,cost_per_kwh_2045,renewable_share_all_years,renewable_share_2020,renewable_share_2021,renewable_share_2022,renewable_share_2023,renewable_share_2024,renewable_share_2025,renewable_share_2026,renewable_share_2027,renewable_share_2028,renewable_share_2029,renewable_share_2030,renewable_share_2031,renewable_share_2032,renewable_share_2033,renewable_share_2034,renewable_share_2035,renewable_share_2036,renewable_share_2037,renewable_share_2038,renewable_share_2039,renewable_share_2040,renewable_share_2041,renewable_share_2042,renewable_share_2043,renewable_share_2044,renewable_share_2045,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2021,biofuel_share_2022,biofuel_share_2023,biofuel_share_2024,biofuel_share_2025,biofuel_share_2026,biofuel_share_2027,biofuel_share_2028,biofuel_share_2029,biofuel_share_2030,biofuel_share_2031,biofuel_share_2032,biofuel_share_2033,biofuel_share_2034,biofuel_share_2035,biofuel_share_2036,biofuel_share_2037,biofuel_share_2038,biofuel_share_2039,biofuel_share_2040,biofuel_share_2041,biofuel_share_2042,biofuel_share_2043,biofuel_share_2044,biofuel_share_2045
,0.1,20556362447.701527,0.14503055859674666,0.14559341425711497,0.13963803202981712,0.13760564084616886,0.1388620984755966,0.141454938544113,0.14317208855435712,0.14547811389973636,0.14758451877718015,0.14916000163424595,0.14981512110804665,0.15119428258471973,0.15081292489806708,0.15035059779191884,0.15021305981376074,0.14976660933967226,0.1489587949942123,0.14773943197997813,0.14761736128001796,0.14728005762487553,0.14701493190009746,0.14682540933850957,0.14144199933899082,0.138715735335195,0.13968363342744827,0.14138638055454159,0.13706831573885125,0.6768746812571874,0.29999999999999943,0.31110030387769183,0.5263040050683611,0.5338000957685003,0.53960626226584,0.548371449727275,0.5613914630566588,0.5751077817969804,0.5858184447872247,0.6028907745778749,0.6176612153764365,0.6513142570366508,0.674219052545582,0.700382975047688,0.7236756130219186,0.7452667997168912,0.747383142085001,0.7539631384475157,0.7593991465207244,0.7634417691348455,0.7642483900176061,0.821127191468945,0.8559528563047905,0.8850063788963433,0.897549777170126,1.0000000000000013,0.0025952480731863763,0.038305664114258405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025951268244541238
