gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
AES,multiple,2020,1576.8000000000002,6031959.419571862,2605551.312582,180.0,31331181.826544113,14677622.956780866,33.00403615100002,0.9999999999999997,0.0,0.0
AES,multiple,2021,1576.8000000000002,6031959.419571862,2605551.312582,180.0,31331181.826544113,14677622.956780866,33.00403615100002,0.9999999999999997,0.0,0.0
Airport_DSG,multiple,2020,2.47416781292985,43854.06488712447,1166.281096011005,8.0,283791.85665925033,67349.46997205736,159.64777710477452,0.035304906006419084,0.0,0.0
Airport_DSG,multiple,2021,1.8154607977991757,32178.632027565356,2401.369544363137,8.0,283791.85665925033,67349.46997205736,211.14196413580478,0.02590554791380101,0.0,0.0
Airport_DSG,multiple,2022,6.836093535075663,121168.2117498148,6034.060410938109,8.0,283791.85665925033,67349.46997205736,69.09056114544444,0.09754699679046318,0.0,0.0
Airport_DSG,multiple,2023,3.0364786795048166,53820.89781601641,2803.8878539972516,8.0,283791.85665925033,67349.46997205736,133.36573946021073,0.04332874828060524,0.0,0.0
Airport_DSG,multiple,2024,7.205612104539212,127717.84481737234,6143.330576814313,8.0,283791.85665925033,67349.46997205736,66.45641820588986,0.10281980742778551,0.0,0.0
Airport_DSG,multiple,2025,2.6749931224209096,47413.64807601445,2543.2597315213225,8.0,283791.85665925033,67349.46997205736,148.99289697860004,0.03817056396148556,0.0,0.0
Airport_DSG,multiple,2026,1.3575790921595594,24062.782356896198,1406.9540284566706,8.0,283791.85665925033,67349.46997205736,276.37734785039345,0.019371847776249413,0.0,0.0
Airport_DSG,multiple,2027,1.4780742778541938,26198.532270230156,1728.3204483741383,8.0,283791.85665925033,67349.46997205736,255.29154018520916,0.021091242549289284,0.0,0.0
Airport_DSG,multiple,2028,3.759449793672628,66635.39729602027,4195.2268213700145,8.0,283791.85665925033,67349.46997205736,111.12709222250301,0.053645116918844556,0.0,0.0
Airport_DSG,multiple,2029,1.8636588720770306,33032.931992898964,2145.78384658047,8.0,283791.85665925033,67349.46997205736,206.13979542084763,0.02659330582301698,0.0,0.0
Airport_DSG,multiple,2030,1.8636588720770295,33032.93199289894,1687.6019874332883,8.0,283791.85665925033,67349.46997205736,206.1397954208477,0.026593305823016965,0.0,0.0
Airport_DSG,multiple,2031,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,multiple,2032,1.1888858321870706,21072.732478228638,1572.5782856891337,8.0,283791.85665925033,67349.46997205736,313.0780509216874,0.01696469509399358,0.0,0.0
Airport_DSG,multiple,2033,0.6908390646492433,12244.966169781497,913.7954903328745,8.0,283791.85665925033,67349.46997205736,526.0071576664383,0.009857863365428696,0.0,0.0
Airport_DSG,multiple,2034,0.3936176066024752,6976.7830502243305,520.6509189105905,8.0,283791.85665925033,67349.46997205736,909.8122230167538,0.005616689591930294,0.0,0.0
Airport_DSG,multiple,2035,0.3936176066024752,6976.7830502243305,520.6509189105905,8.0,283791.85665925033,67349.46997205736,909.8122230167538,0.005616689591930294,0.0,0.0
Airport_DSG,multiple,2036,0.3936176066024752,6976.7830502243305,520.6509189105905,8.0,283791.85665925033,67349.46997205736,909.8122230167538,0.005616689591930294,0.0,0.0
Airport_DSG,multiple,2037,0.3936176066024752,6976.7830502243305,520.6509189105905,8.0,283791.85665925033,67349.46997205736,909.8122230167538,0.005616689591930294,0.0,0.0
Airport_DSG,multiple,2038,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
Airport_DSG,multiple,2039,0.6908390646492433,12244.966169781497,913.7954903328745,8.0,283791.85665925033,67349.46997205736,526.0071576664383,0.009857863365428696,0.0,0.0
Airport_DSG,multiple,2040,0.0,0.0,0.0,8.0,283791.85665925033,67349.46997205736,0.0,0.0,0.0,0.0
